,short_title,icd9_code,long_title
272,TB of bronchus-oth test,01136,"Tuberculosis of bronchus, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
273,TB lung fibrosis-unspec,01140,"Tuberculous fibrosis of lung, unspecified"
274,TB lung fibrosis-no exam,01141,"Tuberculous fibrosis of lung, bacteriological or histological examination not done"
275,TB lung fibros-exam unkn,01142,"Tuberculous fibrosis of lung, bacteriological or histological examination unknown (at present)"
276,TB lung fibros-micro dx,01143,"Tuberculous fibrosis of lung, tubercle bacilli found (in sputum) by microscopy"
277,TB lung fibrosis-cult dx,01144,"Tuberculous fibrosis of lung, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
278,TB lung fibros-histo dx,01145,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
279,TB lung fibros-oth test,01146,"Tuberculous fibrosis of lung, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
280,TB bronchiectasis-unspec,01150,"Tuberculous bronchiectasis, unspecified"
281,TB bronchiect-no exam,01151,"Tuberculous bronchiectasis, bacteriological or histological examination not done"
282,TB bronchiect-exam unkn,01152,"Tuberculous bronchiectasis, bacteriological or histological examination unknown (at present)"
283,TB bronchiect-micro dx,01153,"Tuberculous bronchiectasis, tubercle bacilli found (in sputum) by microscopy"
284,TB bronchiect-cult dx,01154,"Tuberculous bronchiectasis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
285,TB bronchiect-histo dx,01155,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
286,TB bronchiect-oth test,01156,"Tuberculous bronchiectasis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
287,TB pneumonia-unspec,01160,"Tuberculous pneumonia [any form], unspecified"
288,TB pneumonia-no exam,01161,"Tuberculous pneumonia [any form], bacteriological or histological examination not done"
289,TB pneumonia-exam unkn,01162,"Tuberculous pneumonia [any form], bacteriological or histological examination unknown (at present)"
290,TB pneumonia-micro dx,01163,"Tuberculous pneumonia [any form], tubercle bacilli found (in sputum) by microscopy"
291,TB pneumonia-cult dx,01164,"Tuberculous pneumonia [any form], tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
292,TB pneumonia-histo dx,01165,"Tuberculous pneumonia [any form], tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
293,TB male gen NEC-cult dx,01654,"Tuberculosis of other male genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
294,TB male gen NEC-histo dx,01655,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
295,TB male gen NEC-oth test,01656,"Tuberculosis of other male genital organs, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
296,TB ovary & tube-unspec,01660,"Tuberculous oophoritis and salpingitis, unspecified"
297,TB ovary & tube-no exam,01661,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination not done"
298,TB ovary/tube-exam unkn,01662,"Tuberculous oophoritis and salpingitis, bacteriological or histological examination unknown (at present)"
299,TB ovary & tube-micro dx,01663,"Tuberculous oophoritis and salpingitis, tubercle bacilli found (in sputum) by microscopy"
300,TB ovary & tube-cult dx,01664,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
301,TB ovary & tube-histo dx,01665,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
302,TB ovary & tube-oth test,01666,"Tuberculous oophoritis and salpingitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
303,TB female gen NEC-unspec,01670,"Tuberculosis of other female genital organs, unspecified"
304,TB fem gen NEC-no exam,01671,"Tuberculosis of other female genital organs, bacteriological or histological examination not done"
305,TB fem gen NEC-exam unkn,01672,"Tuberculosis of other female genital organs, bacteriological or histological examination unknown (at present)"
306,TB fem gen NEC-micro dx,01673,"Tuberculosis of other female genital organs, tubercle bacilli found (in sputum) by microscopy"
307,TB fem gen NEC-cult dx,01674,"Tuberculosis of other female genital organs, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
308,TB fem gen NEC-histo dx,01675,"Tuberculosis of other female genital organs, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
309,Malaria NEC,0844,Other malaria
310,Mixed malaria,0845,Mixed malaria
311,Malaria NOS,0846,"Malaria, unspecified"
312,Induced malaria,0847,Induced malaria
313,Blackwater fever,0848,Blackwater fever
314,Malaria complicated NEC,0849,Other pernicious complications of malaria
315,Visceral leishmaniasis,0850,Visceral [kala-azar] leishmaniasis
316,Cutan leishmanias urban,0851,"Cutaneous leishmaniasis, urban"
317,Cutan leishmanias asian,0852,"Cutaneous leishmaniasis, Asian desert"
318,Cutan leishmanias ethiop,0853,"Cutaneous leishmaniasis, Ethiopian"
319,Cutan leishmanias amer,0854,"Cutaneous leishmaniasis, American"
320,Mucocutan leishmaniasis,0855,"Mucocutaneous leishmaniasis, (American)"
321,Leishmaniasis NOS,0859,"Leishmaniasis, unspecified"
322,Chagas disease of heart,0860,Chagas' disease with heart involvement
323,Chagas dis of oth organ,0861,Chagas' disease with other organ involvement
324,Impetigo,684,Impetigo
325,African trypanosoma NOS,0865,"African trypanosomiasis, unspecified"
326,Trypanosomiasis NOS,0869,"Trypanosomiasis, unspecified"
327,Louse-borne relaps fever,0870,"Relapsing fever, louse-borne"
328,Tick-borne relaps fever,0871,"Relapsing fever, tick-borne"
329,Relapsing fever NOS,0879,"Relapsing fever, unspecified"
330,Bartonellosis,0880,Bartonellosis
331,Lyme disease,08881,Lyme Disease
332,Babesiosis,08882,Babesiosis
333,Oth arthropod-borne dis,08889,"Other specified arthropod-borne diseases, other"
334,Arthropod-borne dis NOS,0889,"Arthropod-borne disease, unspecified"
335,Early cong syph symptom,0900,"Early congenital syphilis, symptomatic"
336,Early congen syph latent,0901,"Early congenital syphilis, latent"
337,Early congen syph NOS,0902,"Early congenital syphilis, unspecified"
338,Syphilitic keratitis,0903,Syphilitic interstitial keratitis
339,Juvenile neurosyph NOS,09040,"Juvenile neurosyphilis, unspecified"
340,Congen syph encephalitis,09041,Congenital syphilitic encephalitis
341,Congen syph meningitis,09042,Congenital syphilitic meningitis
342,Juvenile neurosyph NEC,09049,Other juvenile neurosyphilis
343,Late congen syph symptom,0905,"Other late congenital syphilis, symptomatic"
344,Late congen syph latent,0906,"Late congenital syphilis, latent"
345,Late congen syph NOS,0907,"Late congenital syphilis, unspecified"
346,Congenital syphilis NOS,0909,"Congenital syphilis, unspecified"
347,Primary genital syphilis,0910,Genital syphilis (primary)
348,Primary anal syphilis,0911,Primary anal syphilis
349,Primary syphilis NEC,0912,Other primary syphilis
350,Secondary syph skin,0913,Secondary syphilis of skin or mucous membranes
351,Syphilitic adenopathy,0914,Adenopathy due to secondary syphilis
352,Syphilitic uveitis NOS,09150,"Syphilitic uveitis, unspecified"
353,Syphilit chorioretinitis,09151,Syphilitic chorioretinitis (secondary)
354,Syphilitic iridocyclitis,09152,Syphilitic iridocyclitis (secondary)
355,Syphilitic periostitis,09161,Secondary syphilitic periostitis
356,Syphilitic hepatitis,09162,Secondary syphilitic hepatitis
357,Second syph viscera NEC,09169,Secondary syphilis of other viscera
358,Second syphilis relapse,0917,"Secondary syphilis, relapse"
359,Acute syphil meningitis,09181,Acute syphilitic meningitis (secondary)
360,Syphilitic alopecia,09182,Syphilitic alopecia
361,Secondary syphilis NEC,09189,Other forms of secondary syphilis
362,Secondary syphilis NOS,0919,Unspecified secondary syphilis
363,Early syph latent relaps,0920,"Early syphilis, latent, serological relapse after treatment"
364,Early syphil latent NOS,0929,"Early syphilis, latent, unspecified"
365,"Aortic aneurysm, syphil",0930,"Aneurysm of aorta, specified as syphilitic"
366,Syphilitic aortitis,0931,Syphilitic aortitis
367,Syphil endocarditis NOS,09320,"Syphilitic endocarditis of valve, unspecified"
368,Syphilitic mitral valve,09321,Syphilitic endocarditis of mitral valve
369,Syphilitic aortic valve,09322,Syphilitic endocarditis of aortic valve
370,Syphil tricuspid valve,09323,Syphilitic endocarditis of tricuspid valve
371,Syphil pulmonary valve,09324,Syphilitic endocarditis of pulmonary valve
372,Syphilitic pericarditis,09381,Syphilitic pericarditis
373,Syphilitic myocarditis,09382,Syphilitic myocarditis
374,Cardiovascular syph NEC,09389,Other specified cardiovascular syphilis
375,Cardiovascular syph NOS,0939,"Cardiovascular syphilis, unspecified"
376,Tabes dorsalis,0940,Tabes dorsalis
377,General paresis,0941,General paresis
378,Syphilitic meningitis,0942,Syphilitic meningitis
379,Asymptomat neurosyphilis,0943,Asymptomatic neurosyphilis
380,Syphilitic encephalitis,09481,Syphilitic encephalitis
381,Syphilitic parkinsonism,09482,Syphilitic parkinsonism
382,Syph dissem retinitis,09483,Syphilitic disseminated retinochoroiditis
383,Syphilitic optic atrophy,09484,Syphilitic optic atrophy
384,Syph retrobulb neuritis,09485,Syphilitic retrobulbar neuritis
385,Syphil acoustic neuritis,09486,Syphilitic acoustic neuritis
386,Syph rupt cereb aneurysm,09487,Syphilitic ruptured cerebral aneurysm
387,Neurosyphilis NEC,09489,Other specified neurosyphilis
388,Neurosyphilis NOS,0949,"Neurosyphilis, unspecified"
389,Syphilitic episcleritis,0950,Syphilitic episcleritis
390,Syphilis of lung,0951,Syphilis of lung
391,Syphilitic peritonitis,0952,Syphilitic peritonitis
392,Syphilis of liver,0953,Syphilis of liver
393,Syphilis of kidney,0954,Syphilis of kidney
394,Syphilis of bone,0955,Syphilis of bone
395,Syphilis of muscle,0956,Syphilis of muscle
396,Syphilis of tendon/bursa,0957,"Syphilis of synovium, tendon, and bursa"
397,Late sympt syphilis NEC,0958,Other specified forms of late symptomatic syphilis
398,Late sympt syphilis NOS,0959,"Late symptomatic syphilis, unspecified"
399,Late syphilis latent,096,"Late syphilis, latent"
400,Late syphilis NOS,0970,"Late syphilis, unspecified"
401,Latent syphilis NOS,0971,"Latent syphilis, unspecified"
402,Syphilis NOS,0979,"Syphilis, unspecified"
403,Acute gc infect lower gu,0980,Gonococcal infection (acute) of lower genitourinary tract
404,Gc (acute) upper gu NOS,09810,"Gonococcal infection (acute) of upper genitourinary tract, site unspecified"
405,Gc cystitis (acute),09811,Gonococcal cystitis (acute)
406,Gc prostatitis (acute),09812,Gonococcal prostatitis (acute)
407,Gc orchitis (acute),09813,Gonococcal epididymo-orchitis (acute)
408,Gc sem vesiculit (acute),09814,Gonococcal seminal vesiculitis (acute)
409,Gc cervicitis (acute),09815,Gonococcal cervicitis (acute)
410,Gc endometritis (acute),09816,Gonococcal endometritis (acute)
411,Acute gc salpingitis,09817,"Gonococcal salpingitis, specified as acute"
412,Gc (acute) upper gu NEC,09819,Other gonococcal infection (acute) of upper genitourinary tract
413,Chr gc infect lower gu,0982,"Gonococcal infection, chronic, of lower genitourinary tract"
414,Chr gc upper gu NOS,09830,"Chronic gonococcal infection of upper genitourinary tract, site unspecified"
415,"Gc cystitis, chronic",09831,"Gonococcal cystitis, chronic"
416,"Gc prostatitis, chronic",09832,"Gonococcal prostatitis, chronic"
417,"Gc orchitis, chronic",09833,"Gonococcal epididymo-orchitis, chronic"
418,"Gc sem vesiculitis, chr",09834,"Gonococcal seminal vesiculitis, chronic"
419,"Gc cervicitis, chronic",09835,"Gonococcal cervicitis, chronic"
420,"Gc endometritis, chronic",09836,"Gonococcal endometritis, chronic"
