,icd9_code,short_title,long_title
404,0407,Periph nerv excision NEC,Other excision or avulsion of cranial and peripheral nerves
405,0201,Linear craniectomy,Opening of cranial suture
406,0202,Elevate skull fx fragmnt,Elevation of skull fracture fragments
407,0203,Skull flap formation,Formation of cranial bone flap
408,0204,Bone graft to skull,Bone graft to skull
409,0205,Skull plate insertion,Insertion of skull plate
410,0206,Cranial osteoplasty NEC,Other cranial osteoplasty
411,0207,Skull plate removal,Removal of skull plate
412,0211,Simple suture of dura,Simple suture of dura mater of brain
413,0212,Brain meninge repair NEC,Other repair of cerebral meninges
414,0213,Meninge vessel ligation,Ligation of meningeal vessel
415,0214,Choroid plexectomy,Choroid plexectomy
416,0221,Insert/replace EVD,Insertion or replacement of external ventricular drain [EVD]
417,0222,Intrcran vent shunt/anas,Intracranial ventricular shunt or anastomosis
418,0231,Ventricl shunt-head/neck,Ventricular shunt to structure in head and neck
419,0232,Ventri shunt-circula sys,Ventricular shunt to circulatory system
420,0233,Ventricl shunt-thorax,Ventricular shunt to thoracic cavity
421,0234,Ventricl shunt-abdomen,Ventricular shunt to abdominal cavity and organs
422,0235,Ventri shunt-uninary sys,Ventricular shunt to urinary system
423,0239,Vent shunt extracran NEC,Ventricular shunt to extracranial site NEC
424,0241,Irrigate/expl vent shunt,Irrigation and exploration of ventricular shunt
425,0242,Replace ventricle shunt,Replacement of ventricular shunt
426,0243,Remove ventricle shunt,Removal of ventricular shunt
427,0291,Lysis cortical adhesion,Lysis of cortical adhesions
428,0292,Brain repair,Repair of brain
429,0293,Imp/repl brain stim lead,Implantation or replacement of intracranial neurostimulator lead(s)
430,0294,Insert/replac skull tong,Insertion or replacement of skull tongs or halo traction device
431,0295,Remove skull tongs,Removal of skull tongs or halo traction device
432,0296,Insert sphenoid electrod,Insertion of sphenoidal electrodes
433,0299,Skull & brain op NEC,"Other operations on skull, brain, and cerebral meninges"
434,0301,Removal FB spinal canal,Removal of foreign body from spinal canal
435,0302,Reopen laminectomy site,Reopening of laminectomy site
436,0309,Spinal canal explor NEC,Other exploration and decompression of spinal canal
437,031,Intraspin nerve root div,Division of intraspinal nerve root
438,0321,Percutaneous chordotomy,Percutaneous chordotomy
439,0329,Other chordotomy,Other chordotomy
440,0131,Incise cerebral meninges,Incision of cerebral meninges
441,0132,Lobotomy & tractotomy,Lobotomy and tractotomy
442,0139,Other brain incision,Other incision of brain
443,0141,Thalamus operations,Operations on thalamus
444,0142,Globus pallidus ops,Operations on globus pallidus
445,0151,Ex cereb meningeal les,Excision of lesion or tissue of cerebral meninges
446,0152,Hemispherectomy,Hemispherectomy
447,0153,Brain lobectomy,Lobectomy of brain
448,0159,Other brain excision,Other excision or destruction of lesion or tissue of brain
449,016,Excise skull lesion,Excision of lesion of skull
450,0844,Lid recons entropion rep,Repair of entropion or ectropion with lid reconstruction
451,0849,Entropion/ectrop rep NEC,Other repair of entropion or ectropion
452,310,Injection of larynx,Injection of larynx
453,311,Temporary tracheostomy,Temporary tracheostomy
454,3121,Mediastinal tracheostomy,Mediastinal tracheostomy
455,3129,Other perm tracheostomy,Other permanent tracheostomy
456,313,Incis larynx trachea NEC,Other incision of larynx or trachea
457,3141,Tracheoscopy thru stoma,Tracheoscopy through artificial stoma
458,3142,Larygnoscopy/tracheoscop,Laryngoscopy and other tracheoscopy
459,3143,Closed biopsy larynx,Closed [endoscopic] biopsy of larynx
460,3144,Closed biopsy trachea,Closed [endoscopic] biopsy of trachea
461,3145,Opn bx larynx or trachea,Open biopsy of larynx or trachea
462,3148,Oth larynx dx procedure,Other diagnostic procedures on larynx
463,3149,Oth trachea dx procedure,Other diagnostic procedures on trachea
464,315,Local destruc trach les,Local excision or destruction of lesion or tissue of trachea
465,3161,Suture of laryngeal lac,Suture of laceration of larynx
466,3162,Laryngeal fistula clos,Closure of fistula of larynx
467,3163,Laryngostomy revision,Revision of laryngostomy
468,3164,Laryngeal fx repair,Repair of laryngeal fracture
469,3169,Other laryngeal repair,Other repair of larynx
470,3171,Suture of tracheal lacer,Suture of laceration of trachea
471,3172,Closure of tracheostomy,Closure of external fistula of trachea
472,3173,Trachea fistula clos NEC,Closure of other fistula of trachea
473,3174,Revision of tracheostomy,Revision of tracheostomy
474,3175,Tracheal reconstruction,Reconstruction of trachea and construction of artificial larynx
475,3179,Other tracheal repair,Other repair and plastic operations on trachea
476,3191,Laryngeal nerv division,Division of laryngeal nerve
477,3192,Lysis trach/larynx adhes,Lysis of adhesions of trachea or larynx
478,3193,Replace trac/laryn stent,Replacement of laryngeal or tracheal stent
479,3194,Tracheal injection,Injection of locally-acting therapeutic substance into trachea
480,3195,Tracheoesoph fistulizat,Tracheoesophageal fistulization
481,3198,Oth laryngeal operation,Other operations on larynx
482,3199,Other tracheal operation,Other operations on trachea
483,3201,Endosc destruc bronc les,Endoscopic excision or destruction of lesion or tissue of bronchus
484,3209,Other destruc bronc les,Other local excision or destruction of lesion or tissue of bronchus
485,321,Other bronchial excision,Other excision of bronchus
486,3220,Thorac exc lung lesion,Thoracoscopic excision of lesion or tissue of lung
487,3221,Emphysema bleb plication,Plication of emphysematous bleb
488,3222,Lung vol reduction surg,Lung volume reduction surgery
489,3223,Open abltn lung les/tiss,Open ablation of lung lesion or tissue
490,3224,Perc abltn lung les/tiss,Percutaneous ablation of lung lesion or tissue
491,3225,Thor abltn lung les/tiss,Thoracoscopic ablation of lung lesion or tissue
492,3226,Abltn lung tiss NEC/NOS,Other and unspecified ablation of lung lesion or tissue
493,3227,"Brnc thrmplsty,ablt mscl","Bronchoscopic bronchial thermoplasty, ablation of airway smooth muscle"
494,3228,Endosc destruc lung les,Endoscopic excision or destruction of lesion or tissue of lung
495,3229,Destroy loc lung les NEC,Other local excision or destruction of lesion or tissue of lung
496,3230,Thorac seg lung resect,Thoracoscopic segmental resection of lung
497,3239,Oth seg lung resect NOS,Other and unspecified segmental resection of lung
498,3241,Thorac lobectomy lung,Thoracoscopic lobectomy of lung
499,3249,Lobectomy of lung NEC,Other lobectomy of lung
500,3250,Thoracospc pneumonectomy,Thoracoscopic pneumonectomy
501,3259,Other pneumonectomy NOS,Other and unspecified pneumonectomy
502,326,Rad dissec thorac struct,Radical dissection of thoracic structures
503,329,Other excision of lung,Other excision of lung
504,330,Incision of bronchus,Incision of bronchus
505,331,Incision of lung,Incision of lung
506,3320,Thoracoscopc lung biopsy,Thoracoscopic lung biopsy
507,3321,Bronchoscopy thru stoma,Bronchoscopy through artificial stoma
508,3691,Coron vess aneurysm rep,Repair of aneurysm of coronary vessel
509,3699,Heart vessel op NEC,Other operations on vessels of heart
510,370,Pericardiocentesis,Pericardiocentesis
511,3710,Incision of heart NOS,"Incision of heart, not otherwise specified"
512,3711,Cardiotomy,Cardiotomy
513,3712,Pericardiotomy,Pericardiotomy
514,3720,Noninvas elect stimulatn,Noninvasive programmed electrical stimulation [NIPS]
515,3721,Rt heart cardiac cath,Right heart cardiac catheterization
516,3524,Opn/oth rep mitral valve,Open and other replacement of mitral valve
517,3525,Opn/oth rep pulm vlv-tis,Open and other replacement of pulmonary valve with tissue graft
518,3526,Opn/oth repl pul valve,Open and other replacement of pulmonary valve
519,3527,Opn/oth rep tcspd vlv-ts,Open and other replacement of tricuspid valve with tissue graft
520,3528,Opn/oth repl tcspd valve,Open and other replacement of tricuspid valve
521,3531,Papillary muscle ops,Operations on papillary muscle
522,3532,Chordae tendineae ops,Operations on chordae tendineae
523,3533,Annuloplasty,Annuloplasty
524,3534,Infundibulectomy,Infundibulectomy
525,3535,Trabecul carneae cord op,Operations on trabeculae carneae cordis
526,3539,Tiss adj to valv ops NEC,Operations on other structures adjacent to valves of heart
527,3541,Enlarge existing sep def,Enlargement of existing atrial septal defect
528,3542,Create septal defect,Creation of septal defect in heart
529,3550,Prosth rep hrt septa NOS,Repair of unspecified septal defect of heart with prosthesis
530,3551,Pros rep atrial def-opn,"Repair of atrial septal defect with prosthesis, open technique"
531,3552,Pros repair atria def-cl,"Repair of atrial septal defect with prosthesis, closed technique"
532,3553,Pros rep ventric def-opn,"Repair of ventricular septal defect with prosthesis, open technique"
533,3554,Pros rep endocar cushion,Repair of endocardial cushion defect with prosthesis
534,3555,Pros rep ventrc def-clos,"Repair of ventricular septal defect with prosthesis, closed technique"
535,3560,Grft repair hrt sept NOS,Repair of unspecified septal defect of heart with tissue graft
536,3561,Graft repair atrial def,Repair of atrial septal defect with tissue graft
537,3562,Graft repair ventric def,Repair of ventricular septal defect with tissue graft
538,3563,Grft rep endocar cushion,Repair of endocardial cushion defect with tissue graft
539,3570,Heart septa repair NOS,Other and unspecified repair of unspecified septal defect of heart
540,3571,Atria septa def rep NEC,Other and unspecified repair of atrial septal defect
541,3572,Ventr septa def rep NEC,Other and unspecified repair of ventricular septal defect
542,3573,Endocar cushion rep NEC,Other and unspecified repair of endocardial cushion defect
543,3581,Tot repair tetral fallot,Total repair of tetralogy of fallot
544,3582,Total repair of tapvc,Total repair of total anomalous pulmonary venous connection
545,3583,Tot rep truncus arterios,Total repair of truncus arteriosus
546,3584,Tot cor transpos grt ves,"Total correction of transposition of great vessels, not elsewhere classified"
547,3591,Interat ven retrn transp,Interatrial transposition of venous return
548,3592,Conduit rt vent-pul art,Creation of conduit between right ventricle and pulmonary artery
549,3593,Conduit left ventr-aorta,Creation of conduit between left ventricle and aorta
550,3594,Conduit artium-pulm art,Creation of conduit between atrium and pulmonary artery
551,3595,Heart repair revision,Revision of corrective procedure on heart
552,3596,Perc balloon valvuplasty,Percutaneous balloon valvuloplasty
553,3597,Perc mtrl vlv repr w imp,Percutaneous mitral valve repair with implant
554,3598,Other heart septa ops,Other operations on septa of heart
555,3599,Other heart valve ops,Other operations on valves of heart
556,3603,Open coronry angioplasty,Open chest coronary artery angioplasty
557,3604,Intrcoronry thromb infus,Intracoronary artery thrombolytic infusion
558,3606,Ins nondrug elut cor st,Insertion of non-drug-eluting coronary artery stent(s)
559,3607,Ins drug-elut coronry st,Insertion of drug-eluting coronary artery stent(s)
560,3609,Rem of cor art obstr NEC,Other removal of coronary artery obstruction
561,3610,Aortocoronary bypass NOS,"Aortocoronary bypass for heart revascularization, not otherwise specified"
562,3611,Aortocor bypas-1 cor art,(Aorto)coronary bypass of one coronary artery
563,3612,Aortocor bypas-2 cor art,(Aorto)coronary bypass of two coronary arteries
564,3613,Aortocor bypas-3 cor art,(Aorto)coronary bypass of three coronary arteries
565,3614,Aortcor bypas-4+ cor art,(Aorto)coronary bypass of four or more coronary arteries
566,3615,1 int mam-cor art bypass,Single internal mammary-coronary artery bypass
567,3616,2 int mam-cor art bypass,Double internal mammary-coronary artery bypass
568,3617,Abd-coron artery bypass,Abdominal-coronary artery bypass
569,3619,Hrt revas byps anas NEC,Other bypass anastomosis for heart revascularization
570,362,Arterial implant revasc,Heart revascularization by arterial implant
571,3631,Open chest trans revasc,Open chest transmyocardial revascularization
572,3632,Oth transmyo revascular,Other transmyocardial revascularization
573,3633,Endo transmyo revascular,Endoscopic transmyocardial revascularization
574,3634,Perc transmyo revascular,Percutaneous transmyocardial revascularization
575,3639,Oth heart revascular,Other heart revascularization
576,3802,Head/neck ves incis NEC,"Incision of vessel, other vessels of head and neck"
577,3803,Upper limb vessel incis,"Incision of vessel, upper limb vessels"
578,3804,Incision of aorta,"Incision of vessel, aorta"
579,3805,Thoracic vessel inc NEC,"Incision of vessel, other thoracic vessels"
580,3806,Abdomen artery incision,"Incision of vessel, abdominal arteries"
581,3807,Abdominal vein incision,"Incision of vessel, abdominal veins"
582,3808,Lower limb artery incis,"Incision of vessel, lower limb arteries"
583,3809,Lower limb vein incision,"Incision of vessel, lower limb veins"
584,3810,Endarterectomy NOS,"Endarterectomy, unspecified site"
585,3811,Intracran endarterectomy,"Endarterectomy, intracranial vessels"
586,3812,Head & neck endarter NEC,"Endarterectomy, other vessels of head and neck"
587,3813,Upper limb endarterectom,"Endarterectomy, upper limb vessels"
588,3814,Endarterectomy of aorta,"Endarterectomy, aorta"
589,3815,Thoracic endarterectomy,"Endarterectomy, other thoracic vessels"
590,3816,Abdominal endarterectomy,"Endarterectomy, abdominal arteries"
591,3818,Lower limb endarterect,"Endarterectomy, lower limb arteries"
592,3821,Blood vessel biopsy,Biopsy of blood vessel
593,3822,Percutaneous angioscopy,Percutaneous angioscopy
594,3823,Intravasclr spectroscopy,Intravascular spectroscopy
595,3824,Intravas img cor ves OCT,Intravascular imaging of coronary vessel(s) by optical coherence tomography [OCT]
596,3825,Intravas img non-cor OCT,Intravascular imaging of non-coronary vessel(s) by optical coherence tomography [OCT]
597,3826,Insrt prsr snsr w/o lead,Insertion of implantable pressure sensor without lead for intracardiac or great vessel hemodynamic monitoring
