"Code","Descriptor","CodeSystem"
"404364006","Salmonella IIIb 35:z52:z (organism)","SNOMEDCT"
"404365007","Salmonella IIIb 35:z52:z35 (organism)","SNOMEDCT"
"404366008","Salmonella group O:38 (organism)","SNOMEDCT"
"404367004","Salmonella I, group O:38 (organism)","SNOMEDCT"
"404368009","Salmonella II, group O:38 (organism)","SNOMEDCT"
"404369001","Salmonella IIIa, group O:38 (organism)","SNOMEDCT"
"404370000","Salmonella IIIb, group O:38 (organism)","SNOMEDCT"
"404371001","Salmonella IV, group O:38 (organism)","SNOMEDCT"
"404372008","Salmonella IIIb 38:(k):1,5,7 (organism)","SNOMEDCT"
"404373003","Salmonella IIIb 38:(k):z (organism)","SNOMEDCT"
"404374009","Salmonella IIIb 38:(k):z35:(z56) (organism)","SNOMEDCT"
"404375005","Salmonella IIIb 38:(k):z54 (organism)","SNOMEDCT"
"404376006","Salmonella IIIb 38:(k):z55 (organism)","SNOMEDCT"
"404377002","Salmonella IIIa 38:g,z51:- (organism)","SNOMEDCT"
"404378007","Salmonella IIIb 38:i:z53 (organism)","SNOMEDCT"
"404379004","Salmonella IIIb 38:k:z (organism)","SNOMEDCT"
"404380001","Salmonella IIIb 38:k:z53 (organism)","SNOMEDCT"
"404381002","Salmonella IIIb 38:l,v:z (organism)","SNOMEDCT"
"404382009","Salmonella IIIb 38:l,v:z35 (organism)","SNOMEDCT"
"404383004","Salmonella IIIb 38:l,v:z35:[z54] (organism)","SNOMEDCT"
"404384005","Salmonella IIIb 38:r:1,5,7 (organism)","SNOMEDCT"
"404385006","Salmonella IIIb 38:r:z35 (organism)","SNOMEDCT"
"404387003","Salmonella IIIb 38:z10:z (organism)","SNOMEDCT"
"404388008","Salmonella IIIb 38:z10:z53 (organism)","SNOMEDCT"
"404389000","Salmonella IIIb 38:z52:z35 (organism)","SNOMEDCT"
"404390009","Salmonella IIIb 38:z52:z53 (organism)","SNOMEDCT"
"404391008","Salmonella group O:39 (organism)","SNOMEDCT"
"404392001","Salmonella I, group O:39 (organism)","SNOMEDCT"
"404393006","Salmonella II, group O:39 (organism)","SNOMEDCT"
"404394000","Salmonella group O:40 (organism)","SNOMEDCT"
"404395004","Salmonella I, group O:40 (organism)","SNOMEDCT"
"404396003","Salmonella II, group O:40 (organism)","SNOMEDCT"
"404397007","Salmonella IIIa, group O:40 (organism)","SNOMEDCT"
"404398002","Salmonella IIIb, group O:40 (organism)","SNOMEDCT"
"404399005","Salmonella IV, group O:40 (organism)","SNOMEDCT"
"404400003","Salmonella V, group O:40 (organism)","SNOMEDCT"
"404401004","Salmonella IIIb, 40:g,z51:e,n,x,z15 (organism)","SNOMEDCT"
"404402006","Salmonella IIIb 40:i:1,5,7 (organism)","SNOMEDCT"
"404403001","Salmonella IIIb 40:k:z:z57 (organism)","SNOMEDCT"
"404404007","Salmonella IIIb 40:k:z53 (organism)","SNOMEDCT"
"404405008","Salmonella IIIb 40:l,v:z (organism)","SNOMEDCT"
"404406009","Salmonella IIIb 40:l,v:z53 (organism)","SNOMEDCT"
"404407000","Salmonella IIIb 40:z10:z35 (organism)","SNOMEDCT"
"404408005","Salmonella IIIa 40:z29:- (organism)","SNOMEDCT"
"404409002","Salmonella IIIa 40:z36:- (organism)","SNOMEDCT"
"404410007","Salmonella IIIa 40:z4,z23:- (organism)","SNOMEDCT"
"404411006","Salmonella IV 40:z4,z32:- (organism)","SNOMEDCT"
"404412004","Salmonella IIIa 40:z4,z32:- (organism)","SNOMEDCT"
"404413009","Salmonella group O:41 (organism)","SNOMEDCT"
"404414003","Salmonella I, group O:41 (organism)","SNOMEDCT"
"404415002","Salmonella II, group O:41 (organism)","SNOMEDCT"
"404416001","Salmonella IIIa, group O:41 (organism)","SNOMEDCT"
"404417005","Salmonella IIIb, group O:41 (organism)","SNOMEDCT"
"404418000","Salmonella IV, group O:41 (organism)","SNOMEDCT"
"404419008","Salmonella VI, group O:41 (organism)","SNOMEDCT"
"404420002","Salmonella II 41:z10:z6 (organism)","SNOMEDCT"
"404421003","Salmonella IIIb 41:(k):z35 (organism)","SNOMEDCT"
"404422005","Salmonella IIIb 41:c:e,n,x,z15 (organism)","SNOMEDCT"
"404423000","Salmonella IIIa 41:g,z51:- (organism)","SNOMEDCT"
"404424006","Salmonella IIIa 41:z29:- (organism)","SNOMEDCT"
"404425007","Salmonella IIIa 41:z36:- (organism)","SNOMEDCT"
"404426008","Salmonella IIIa 41:z4,z23,z32:- (organism)","SNOMEDCT"
"404427004","Salmonella IIIa 41:z4,z23:- (organism)","SNOMEDCT"
"404428009","Salmonella IIIa 41:z4,z24:- (organism)","SNOMEDCT"
"404429001","Salmonella IIIa 41:z4,z32:- (organism)","SNOMEDCT"
"404430006","Salmonella group O:42 (organism)","SNOMEDCT"
"404431005","Salmonella I, group O:42 (organism)","SNOMEDCT"
"404432003","Salmonella II, group O:42 (organism)","SNOMEDCT"
"404433008","Salmonella IIIa, group O:42 (organism)","SNOMEDCT"
"404434002","Salmonella IIIb, group O:42 (organism)","SNOMEDCT"
"404435001","Salmonella IV, group O:42 (organism)","SNOMEDCT"
"404436000","Salmonella Melbourne (organism)","SNOMEDCT"
"404437009","Salmonella IIIb 42:(k):z35 (organism)","SNOMEDCT"
"404438004","Salmonella IIIa 42:g,z51:- (organism)","SNOMEDCT"
"404439007","Salmonella IIIb 42:k:z (organism)","SNOMEDCT"
"404440009","Salmonella IIIb 42:l,v:1,5,7 (organism)","SNOMEDCT"
"404441008","Salmonella IIIb 42:l,v:e,n,x,z15 (organism)","SNOMEDCT"
"404442001","Salmonella IIIb 42:l,v:z (organism)","SNOMEDCT"
"404443006","Salmonella IIIb 42:l,v:z53 (organism)","SNOMEDCT"
"404444000","Salmonella IIIa 42:r:- (organism)","SNOMEDCT"
"404445004","Salmonella IIIb 42:r:z (organism)","SNOMEDCT"
"404446003","Salmonella IIIb 42:r:z53 (organism)","SNOMEDCT"
"404447007","Salmonella IIIb 42:z10:z (organism)","SNOMEDCT"
"404448002","Salmonella IIIb 42:z10:z35 (organism)","SNOMEDCT"
"404449005","Salmonella IIIa 42:z4,z23:- (organism)","SNOMEDCT"
"404450005","Salmonella IIIa 42:z4,z24:- (organism)","SNOMEDCT"
"404451009","Salmonella IIIb 42:z52:z (organism)","SNOMEDCT"
"404452002","Salmonella group O:43 (organism)","SNOMEDCT"
"404453007","Salmonella I, group O:43 (organism)","SNOMEDCT"
"404454001","Salmonella II, group O:43 (organism)","SNOMEDCT"
"404455000","Salmonella IIIa, group O:43 (organism)","SNOMEDCT"
"404456004","Salmonella IIIb, group O:43 (organism)","SNOMEDCT"
"404457008","Salmonella IV, group O:43 (organism)","SNOMEDCT"
"404458003","Salmonella IIIb 43:k:z (organism)","SNOMEDCT"
"404459006","Salmonella IIIb 43:l,v:z53 (organism)","SNOMEDCT"
"404460001","Salmonella IIIb 43:r:e,n,x,z15 (organism)","SNOMEDCT"
"404461002","Salmonella IIIb 43:r:z (organism)","SNOMEDCT"
"404462009","Salmonella IIIb 43:r:z53 (organism)","SNOMEDCT"
"404463004","Salmonella IIIa 43:z36:- (organism)","SNOMEDCT"
"404464005","Salmonella IIIa 43:z4,z23:- (organism)","SNOMEDCT"
"404465006","Salmonella IIIb 43:z52:z53 (organism)","SNOMEDCT"
"404466007","Salmonella IV 43:z29:- (organism)","SNOMEDCT"
"404467003","Salmonella group O:44 (organism)","SNOMEDCT"
"404468008","Salmonella I, group O:44 (organism)","SNOMEDCT"
"404469000","Salmonella II, group O:44 (organism)","SNOMEDCT"
"404470004","Salmonella IIIa, group O:44 (organism)","SNOMEDCT"
"404471000","Salmonella IIIb, group O:44 (organism)","SNOMEDCT"
"404472007","Salmonella IV, group O:44 (organism)","SNOMEDCT"
"404473002","Salmonella V, group O:44 (organism)","SNOMEDCT"
"404474008","Salmonella IIIa 44:z4,z23,z32:- (organism)","SNOMEDCT"
"404475009","Salmonella IIIa 44:z4,z24:- (organism)","SNOMEDCT"
"404476005","Salmonella IIIa 44:z4,z32:- (organism)","SNOMEDCT"
"404477001","Salmonella II 44:z4,z23:- (organism)","SNOMEDCT"
"404478006","Salmonella IIIa 44:z4,z23:- (organism)","SNOMEDCT"
"404479003","Salmonella IV 44:z4,z23:- (organism)","SNOMEDCT"
"404480000","Salmonella Kua (organism)","SNOMEDCT"
"404481001","Salmonella Zinder (organism)","SNOMEDCT"
"404482008","Salmonella group O:45 (organism)","SNOMEDCT"
"404483003","Salmonella I, group O:45 (organism)","SNOMEDCT"
"404484009","Salmonella II, group O:45 (organism)","SNOMEDCT"
"404485005","Salmonella IIIa, group O:45 (organism)","SNOMEDCT"
"404486006","Salmonella IV, group O:45 (organism)","SNOMEDCT"
"404487002","Salmonella VI, group O:45 (organism)","SNOMEDCT"
"404488007","Salmonella IIIa 45:z4,z24:- (organism)","SNOMEDCT"
"404489004","Salmonella IIIa 45:z4,z32:- (organism)","SNOMEDCT"
"404490008","Salmonella group O:47 (organism)","SNOMEDCT"
"404491007","Salmonella I, group O:47 (organism)","SNOMEDCT"
"404492000","Salmonella II, group O:47 (organism)","SNOMEDCT"
"404493005","Salmonella IIIa, group O:47 (organism)","SNOMEDCT"
"404494004","Salmonella IIIb, group O:47 (organism)","SNOMEDCT"
"404495003","Salmonella IV, group O:47 (organism)","SNOMEDCT"
"404528006","Salmonella IIIb 47:c:1,5,7 (organism)","SNOMEDCT"
"404529003","Salmonella IIIb 47:c:e,n,x,z15:(z15) (organism)","SNOMEDCT"
"404530008","Salmonella IIIb 47:c:z (organism)","SNOMEDCT"
"404531007","Salmonella IIIb 47:c:z35 (organism)","SNOMEDCT"
"404532000","Salmonella IIIb 47:i:e,n,x,z15 (organism)","SNOMEDCT"
"404533005","Salmonella IIIb 47:i:z (organism)","SNOMEDCT"
"404534004","Salmonella IIIb 47:i:z35 (organism)","SNOMEDCT"
"404535003","Salmonella IIIb 47:i:z53:(z57) (organism)","SNOMEDCT"
"404536002","Salmonella IIIb 47:k:1,5,7 (organism)","SNOMEDCT"
"404537006","Salmonella IIIb 47:k:e,n,x,z15 (organism)","SNOMEDCT"
"404538001","Salmonella IIIb 47:k:z (organism)","SNOMEDCT"
"404539009","Salmonella IIIb 47:k:z35 (organism)","SNOMEDCT"
"404540006","Salmonella IIIb 47:k:z53 (organism)","SNOMEDCT"
"404541005","Salmonella IIIb 47:l,v:1,5,(7) (organism)","SNOMEDCT"
"404542003","Salmonella IIIb 47:l,v:e,n,x,z15 (organism)","SNOMEDCT"
"404543008","Salmonella IIIb47:l,v:z35 (organism)","SNOMEDCT"
"404544002","Salmonella IIIb 47:l,v:z53 (organism)","SNOMEDCT"
"404545001","Salmonella IIIb 47:l,v:z57 (organism)","SNOMEDCT"
"404546000","Salmonella IIIa 47:r:- (organism)","SNOMEDCT"
"404547009","Salmonella IIIb 47:r:1,5,7 (organism)","SNOMEDCT"
"404548004","Salmonella IIIb 47:r:z (organism)","SNOMEDCT"
"404549007","Salmonella IIIb 47:r:z35 (organism)","SNOMEDCT"
"404550007","Salmonella IIIb 47:r:z53:(z60) (organism)","SNOMEDCT"
"404551006","Salmonella IIIb 47:z10:1,5,7 (organism)","SNOMEDCT"
"404552004","Salmonella IIIb 47:z10:z (organism)","SNOMEDCT"
"404553009","Salmonella IIIb 47:z10:z35 (organism)","SNOMEDCT"
"404554003","Salmonella IIIb 47:z52:1,5,7 (organism)","SNOMEDCT"
"404555002","Salmonella IIIb 47:z52:e,n,x,z15 (organism)","SNOMEDCT"
"404556001","Salmonella IIIb 47:z52:z (organism)","SNOMEDCT"
"404557005","Salmonella IIIb 47:z52:z35 (organism)","SNOMEDCT"
"404559008","Salmonella group O:48 (organism)","SNOMEDCT"
"404560003","Salmonella I, group O:48 (organism)","SNOMEDCT"
"404561004","Salmonella II, group O:48 (organism)","SNOMEDCT"
"404562006","Salmonella IIIa, group O:48 (organism)","SNOMEDCT"
"404563001","Salmonella IIIb, group O:48 (organism)","SNOMEDCT"
"404564007","Salmonella IV, group O:48 (organism)","SNOMEDCT"
"404565008","Salmonella V, group O:48 (organism)","SNOMEDCT"
"404566009","Salmonella VI, group O:48 (organism)","SNOMEDCT"
"404567000","Salmonella IIIa 48:z4,z24:- (organism)","SNOMEDCT"
"404568005","Salmonella IIIb 48:(k):z53 (organism)","SNOMEDCT"
"404569002","Salmonella IIIb 48:c:z (organism)","SNOMEDCT"
"404570001","Salmonella IIIb 48:i:z (organism)","SNOMEDCT"
"404571002","Salmonella IIIb 48:i:z35:(z57) (organism)","SNOMEDCT"
"404572009","Salmonella IIIb 48:i:z53 (organism)","SNOMEDCT"
"404573004","Salmonella IIIb 48:k:z (organism)","SNOMEDCT"
"404574005","Salmonella IIIb 48:k:z35 (organism)","SNOMEDCT"
"404575006","Salmonella IIIb 48:k:z53 (organism)","SNOMEDCT"
"404576007","Salmonella IIIb 48:l,v:1,5,(7) (organism)","SNOMEDCT"
"404577003","Salmonella IIIb 48:l,v:z (organism)","SNOMEDCT"
"404578008","Salmonella IIIb 48:r:e,n,x,z15 (organism)","SNOMEDCT"
"404579000","Salmonella IIIb 48:r:z (organism)","SNOMEDCT"
"404580002","Salmonella IIIb 48:z10:e,n,x,z15 (organism)","SNOMEDCT"
"404581003","Salmonella IIIb 48:z10:z (organism)","SNOMEDCT"
"404582005","Salmonella IIIa 48:z36:- (organism)","SNOMEDCT"
"404583000","Salmonella IIIa 48:z4,z23,z32:- (organism)","SNOMEDCT"
"404584006","Salmonella IIIa 48:z4,z23:- (organism)","SNOMEDCT"
"404585007","Salmonella IIIb 48:z52:e,n,x,z15 (organism)","SNOMEDCT"
"404586008","Salmonella IIIb 48:z52:z (organism)","SNOMEDCT"
"404587004","Salmonella IIIa 48:g,z51:- (organism)","SNOMEDCT"
"404588009","Salmonella group O:50 (organism)","SNOMEDCT"
"404589001","Salmonella I, group O:50 (organism)","SNOMEDCT"
"404590005","Salmonella II, group O:50 (organism)","SNOMEDCT"
"404591009","Salmonella IIIa, group O:50 (organism)","SNOMEDCT"
"404592002","Salmonella IIIb, group O:50 (organism)","SNOMEDCT"
"404593007","Salmonella IV, group O:50 (organism)","SNOMEDCT"
"404594001","Salmonella VI, group O:50 (organism)","SNOMEDCT"
"404595000","Salmonella II 50:m,t:z6:z42 (organism)","SNOMEDCT"
"404596004","Salmonella II 50:z42:1,7 (organism)","SNOMEDCT"
"404597008","Salmonella II 50:z:e,n,x (organism)","SNOMEDCT"
"404598003","Salmonella IIIb 50:(k):z (organism)","SNOMEDCT"
"404599006","Salmonella IIIb 50:(k):z35 (organism)","SNOMEDCT"
"404600009","Salmonella IIIb 50:i:1,5,7 (organism)","SNOMEDCT"
"404601008","Salmonella IIIb 50:i:e,n,x,z15 (organism)","SNOMEDCT"
"404602001","Salmonella IIIb 50:i:z (organism)","SNOMEDCT"
"404603006","Salmonella IIIb 50:k:1,5,7 (organism)","SNOMEDCT"
"404604000","Salmonella IIIb 50:k:z (organism)","SNOMEDCT"
"404605004","Salmonella IIIb 50:k:z35 (organism)","SNOMEDCT"
"404606003","Salmonella IIIb 50:k:z53 (organism)","SNOMEDCT"
"404607007","Salmonella IIIb 50:l,v:e,n,x,z15 (organism)","SNOMEDCT"
"404608002","Salmonella IIIb 50:l,v:z (organism)","SNOMEDCT"
"404609005","Salmonella IIIb 50:l,v:z35 (organism)","SNOMEDCT"
"404610000","Salmonella IIIb 50:r:1,5,(7) (organism)","SNOMEDCT"
"404611001","Salmonella IIIb 50:r:e,n,x,z15 (organism)","SNOMEDCT"
"404612008","Salmonella IIIb 50:r:z (organism)","SNOMEDCT"
"404613003","Salmonella IIIb 50:r:z35 (organism)","SNOMEDCT"
"404614009","Salmonella IIIb 50:r:z53 (organism)","SNOMEDCT"
"404615005","Salmonella IIIb 50:z10:z53 (organism)","SNOMEDCT"
"404617002","Salmonella IIIa 50:z29:- (organism)","SNOMEDCT"
"404618007","Salmonella IIIa 50:z36:- (organism)","SNOMEDCT"
"404619004","Salmonella IIIa 50:z4,z23,z32:- (organism)","SNOMEDCT"
"404620005","Salmonella IIIb 50:z52:1,5,7 (organism)","SNOMEDCT"
"404622002","Salmonella IIIb 50:z52:z35 (organism)","SNOMEDCT"
"404623007","Salmonella IV 50:z4,z23:- (organism)","SNOMEDCT"
"404624001","Salmonella IIIa 50:z4,z23:- (organism)","SNOMEDCT"
"40465000","Salmonella Surat (organism)","SNOMEDCT"
"40618004","Salmonella Visby (organism)","SNOMEDCT"
"40637008","Salmonella Ontario (organism)","SNOMEDCT"
"40645003","Salmonella Louisiana (organism)","SNOMEDCT"
"40681000","Salmonella Goeteborg (organism)","SNOMEDCT"
"40685009","Salmonella Demerara (organism)","SNOMEDCT"
"40697005","Salmonella Berta (organism)","SNOMEDCT"
"40703006","Salmonella Geraldton (organism)","SNOMEDCT"
"40821004","Salmonella Nchanga (organism)","SNOMEDCT"
"40998003","Salmonella Etterbeek (organism)","SNOMEDCT"
"41176000","Salmonella Nigeria (organism)","SNOMEDCT"
"41227004","Salmonella Tshiongwe (organism)","SNOMEDCT"
"41331008","Salmonella Schleissheim (organism)","SNOMEDCT"
"4145004","Salmonella Ohlstedt (organism)","SNOMEDCT"
"41467000","Salmonella Sada (organism)","SNOMEDCT"
"41533007","Salmonella Israel (organism)","SNOMEDCT"
"416057009","Salmonella Choleraesuis var. Decatur (organism)","SNOMEDCT"
"41655009","Salmonella II 6,14:k:(e,n,x) (organism)","SNOMEDCT"
"416641008","Salmonella IIIa 53:z4,z24:- (organism)","SNOMEDCT"
"41677008","Salmonella Fufu (organism)","SNOMEDCT"
"417210007","Salmonella IIIb 16:k:e,n,x,z15 (organism)","SNOMEDCT"
"417454003","Non-motile Salmonella (organism)","SNOMEDCT"
"417719009","Salmonella IIIa 53:z4,z23:- (organism)","SNOMEDCT"
"42016005","Salmonella Volta (organism)","SNOMEDCT"
"42061009","Salmonella Jaffna (organism)","SNOMEDCT"
"42173006","Salmonella Bukuru (organism)","SNOMEDCT"
"42302007","Salmonella Karamoja (organism)","SNOMEDCT"
"42355001","Salmonella Loenga (organism)","SNOMEDCT"
"42391008","Salmonella Vitkin (organism)","SNOMEDCT"
"42410007","Salmonella Duisburg (organism)","SNOMEDCT"
"42485005","Salmonella Bakau (organism)","SNOMEDCT"
"42597008","Salmonella Gallen (organism)","SNOMEDCT"
"42614009","Salmonella Uzaramo (organism)","SNOMEDCT"
"42615005","Salmonella Toucra (organism)","SNOMEDCT"
"42648005","Salmonella Shubra (organism)","SNOMEDCT"
"4267007","Salmonella Stourbridge (organism)","SNOMEDCT"
"42675003","Salmonella Gustavia (organism)","SNOMEDCT"
"42709001","Salmonella Mikawasima (organism)","SNOMEDCT"
"42715001","Salmonella Perth (organism)","SNOMEDCT"
"42781000","Salmonella Yaounde (organism)","SNOMEDCT"
"42816009","Salmonella Labadi (organism)","SNOMEDCT"
"42921006","Salmonella Mountpleasant (organism)","SNOMEDCT"
"42971009","Salmonella Dougi (organism)","SNOMEDCT"
"42992009","Salmonella II 1,13,23:g,m,s,t:1,5 (organism)","SNOMEDCT"
"43078007","Salmonella Paris (organism)","SNOMEDCT"
"43109001","Salmonella Pasing (organism)","SNOMEDCT"
"4311001","Salmonella Coleypark (organism)","SNOMEDCT"
"43182007","Salmonella Skansen (organism)","SNOMEDCT"
"43352009","Salmonella Mathura (organism)","SNOMEDCT"
"43409005","Salmonella Massakory (organism)","SNOMEDCT"
"43551001","Salmonella Naware (organism)","SNOMEDCT"
"43575001","Salmonella Bahrenfeld (organism)","SNOMEDCT"
"43587008","Salmonella Madison (organism)","SNOMEDCT"
"4361005","Salmonella Thompson (organism)","SNOMEDCT"
"43637009","Salmonella II 9,12:a:z39 (organism)","SNOMEDCT"
"43640009","Salmonella Pakistan (organism)","SNOMEDCT"
"43662009","Salmonella Tafo (organism)","SNOMEDCT"
"43833005","Salmonella Fallowfield (organism)","SNOMEDCT"
"43942004","Salmonella Koenigstuhl (organism)","SNOMEDCT"
"44010000","Salmonella Djakarta (organism)","SNOMEDCT"
"44012008","Salmonella Faji (organism)","SNOMEDCT"
"44109007","Salmonella Diourbel (organism)","SNOMEDCT"
"441713006","Salmonella enterica subspecies enterica serovar 6,7:b:- (organism)","SNOMEDCT"
"441745001","Salmonella enterica subspecies enterica serovar 4,[5],12:b:- (organism)","SNOMEDCT"
"441800005","Salmonella enterica subspecies enterica serovar 4,[5],12:i:- (organism)","SNOMEDCT"
"441840004","Salmonella enterica subspecies enterica serovar 4,5,12:e,h:- (organism)","SNOMEDCT"
"441843002","Salmonella enterica subspecies enterica serovar 4,[5],12:d:- (organism)","SNOMEDCT"
"441853001","Salmonella enterica subspecies enterica serovar 6,7:k:- (organism)","SNOMEDCT"
"441860007","Salmonella enterica subspecies enterica serovar 9,12:l,z28:- (organism)","SNOMEDCT"
"441896006","Salmonella enterica subspecies enterica serovar 4,5,12:b:- (organism)","SNOMEDCT"
"441926004","Salmonella enterica subspecies enterica serovar 6,7:y:- (organism)","SNOMEDCT"
"441979009","Salmonella enterica subspecies enterica serovar 9,12:-:1,5 (organism)","SNOMEDCT"
"442071007","Salmonella enterica subspecies enterica serovar 4,12:i:- (organism)","SNOMEDCT"
"442103008","Salmonella enterica subspecies enterica serovar 6,7:-:1,5 (organism)","SNOMEDCT"
"442104002","Salmonella enterica subspecies enterica serovar 3,10:-:1,6 (organism)","SNOMEDCT"
"442106000","Salmonella enterica subspecies enterica serovar 13,23:z:- (organism)","SNOMEDCT"
"442114006","Salmonella enterica subspecies enterica serovar 6,7:-:1,2 (organism)","SNOMEDCT"
"442115007","Salmonella enterica subspecies enterica serovar 6,7:-:e,n,z15 (organism)","SNOMEDCT"
"442122004","Salmonella enterica subspecies enterica serovar 3,15:-:1,6 (organism)","SNOMEDCT"
"442153002","Salmonella enterica subspecies enterica serovar 9,12:-:1,7 (organism)","SNOMEDCT"
"442161007","Salmonella enterica subspecies enterica serovar 6,8:-:1,2 (organism)","SNOMEDCT"
"442369002","Salmonella enterica subspecies enterica serovar 4,[5],12:-:1,7 (organism)","SNOMEDCT"
"442455001","Salmonella enterica subspecies enterica serovar 4,5,12:i:- (organism)","SNOMEDCT"
"44451005","Salmonella Roodepoort (organism)","SNOMEDCT"
"44536003","Salmonella II, group O:53 (organism)","SNOMEDCT"
"44580003","Salmonella India (organism)","SNOMEDCT"
"44629007","Salmonella II 57:g,m,s,t:z42 (organism)","SNOMEDCT"
"44768008","Salmonella Putten (organism)","SNOMEDCT"
"44834009","Salmonella Korovi (organism)","SNOMEDCT"
"44844006","Salmonella Zerifin (organism)","SNOMEDCT"
"4492008","Salmonella Groenekan (organism)","SNOMEDCT"
"44942009","Salmonella Trotha (organism)","SNOMEDCT"
"44994006","Salmonella Millesi (organism)","SNOMEDCT"
"45054004","Salmonella II 43:z29:z42 (organism)","SNOMEDCT"
"45091005","Salmonella Enschede (organism)","SNOMEDCT"
"45264001","Salmonella Jubilee (organism)","SNOMEDCT"
"45488002","Salmonella Magwa (organism)","SNOMEDCT"
"45512008","Salmonella Hindmarsh (organism)","SNOMEDCT"
"45548005","Salmonella Corvallis (organism)","SNOMEDCT"
"45578001","Salmonella Tananarive (organism)","SNOMEDCT"
"45645001","Salmonella Napoli (organism)","SNOMEDCT"
"45651006","Salmonella Schwarzengrund (organism)","SNOMEDCT"
"45714007","Salmonella Nordufer (organism)","SNOMEDCT"
"45802005","Salmonella Tejas (organism)","SNOMEDCT"
"45866006","Salmonella Butare (organism)","SNOMEDCT"
"45938004","Salmonella Saloniki (organism)","SNOMEDCT"
"45958003","Salmonella Blukwa (organism)","SNOMEDCT"
"45998001","Salmonella Maron (organism)","SNOMEDCT"
"4614004","Salmonella Galiema (organism)","SNOMEDCT"
"46180006","Salmonella Brezany (organism)","SNOMEDCT"
"46189007","Salmonella Camberene (organism)","SNOMEDCT"
"46292001","Salmonella Catanzaro (organism)","SNOMEDCT"
"46323004","Salmonella Shikmonah (organism)","SNOMEDCT"
"46340008","Salmonella IV 44:z36,(z38):- (organism)","SNOMEDCT"
"46375008","Salmonella Utrecht (organism)","SNOMEDCT"
"46399008","Salmonella Apapa (organism)","SNOMEDCT"
"46438002","Salmonella II 43:d:z42 (organism)","SNOMEDCT"
"46474006","Salmonella II 43:d:z39 (organism)","SNOMEDCT"
"46614007","Salmonella Ona (organism)","SNOMEDCT"
"46667007","Salmonella Oranienburg (organism)","SNOMEDCT"
"46735003","Salmonella Obogu (organism)","SNOMEDCT"
"46765008","Salmonella Nanergou (organism)","SNOMEDCT"
"46793007","Salmonella Landau (organism)","SNOMEDCT"
"46818008","Salmonella II 1,6,14:k:z6,z42 (organism)","SNOMEDCT"
"46867005","Salmonella Jericho (organism)","SNOMEDCT"
"4687003","Salmonella Essen (organism)","SNOMEDCT"
"46953000","Salmonella Klouto (organism)","SNOMEDCT"
"47008007","Salmonella II 1,40:g,t:z42 (organism)","SNOMEDCT"
"47039009","Salmonella Jodhpur (organism)","SNOMEDCT"
"47143006","Salmonella Benguella (organism)","SNOMEDCT"
"47223005","Salmonella Kassberg (organism)","SNOMEDCT"
"47229009","Salmonella Altona (organism)","SNOMEDCT"
"47420006","Salmonella Bere (organism)","SNOMEDCT"
"47441000","Salmonella Stanleyville (organism)","SNOMEDCT"
"47508001","Salmonella Johannesburg (organism)","SNOMEDCT"
"47569006","Salmonella Clackamas (organism)","SNOMEDCT"
"47579008","Salmonella Brazos (organism)","SNOMEDCT"
"47679004","Salmonella Fortlamy (organism)","SNOMEDCT"
"47685006","Salmonella Leeuwarden (organism)","SNOMEDCT"
"47688008","Salmonella Telaviv (organism)","SNOMEDCT"
"4769009","Salmonella Seremban (organism)","SNOMEDCT"
"47732006","Salmonella Kano (organism)","SNOMEDCT"
"47767006","Salmonella Overvecht (organism)","SNOMEDCT"
"47887000","Salmonella II 17:g,t:z39 (organism)","SNOMEDCT"
"4794005","Salmonella Jedburgh (organism)","SNOMEDCT"
"47991006","Salmonella II 35:g,m,s,t:- (organism)","SNOMEDCT"
"48020001","Salmonella Moscow (organism)","SNOMEDCT"
"48054000","Salmonella Narashino (organism)","SNOMEDCT"
"48058002","Salmonella Rostock (organism)","SNOMEDCT"
"48126005","Salmonella Quinhon (organism)","SNOMEDCT"
"48229006","Salmonella Meekatharra (organism)","SNOMEDCT"
"48254006","Salmonella II 6,7:a:z6 (organism)","SNOMEDCT"
"48339002","Salmonella Vinohrady (organism)","SNOMEDCT"
"48365003","Salmonella II 30 c:z39 (organism)","SNOMEDCT"
"48465004","Salmonella Nyborg (organism)","SNOMEDCT"
"48578002","Salmonella Ablogame (organism)","SNOMEDCT"
"48584004","Salmonella Akanji (organism)","SNOMEDCT"
"48642004","Salmonella II 1,13,23:g,[s],t:z42 (organism)","SNOMEDCT"
"48652000","Salmonella Agodi (organism)","SNOMEDCT"
"4867001","Salmonella Malakal (organism)","SNOMEDCT"
"4868006","Salmonella Nottingham (organism)","SNOMEDCT"
"48703005","Salmonella II 6,8:y:1,6:z42 (organism)","SNOMEDCT"
"48704004","Salmonella Ceyco (organism)","SNOMEDCT"
"48823000","Salmonella Carno (organism)","SNOMEDCT"
"48831005","Salmonella Naestved (organism)","SNOMEDCT"
"48884009","Salmonella Weslaco (organism)","SNOMEDCT"
"48932004","Salmonella Kandla (organism)","SNOMEDCT"
"48936001","Salmonella II 18:y:e,n,x,z15 (organism)","SNOMEDCT"
"48950006","Salmonella II 9,12:m,t:e,n,x (organism)","SNOMEDCT"
"49029009","Salmonella Epicrates (organism)","SNOMEDCT"
"49079007","Salmonella Michigan (organism)","SNOMEDCT"
"49114009","Salmonella Vogan (organism)","SNOMEDCT"
"4918004","Salmonella Hiduddify (organism)","SNOMEDCT"
"49270001","Salmonella Jalisco (organism)","SNOMEDCT"
